,name,console,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
14450,The King of Fighters '96,NG,1996.0,Fighting,SNK,0.0,0.0,0.06,0.0,0.06
14451,Friends: The One with All the Trivia,PS2,2005.0,Other,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
14452,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06
14453,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06
14454,The Saboteur,PC,2009.0,Action-Adventure,Electronic Arts,0.0,0.05,0.0,0.01,0.06
14455,Gunbird,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
14456,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06
14457,Hail to the Chimp,X360,2008.0,Other,Gamecock,0.05,0.0,0.0,0.0,0.06
14458,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06
14459,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
14460,Rocket League,PC,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06
14461,Warriors: Legends of Troy,X360,2011.0,Action-Adventure,Tecmo Koei,0.0,0.04,0.01,0.01,0.06
14462,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Other,Tecmo Koei,0.01,0.0,0.05,0.0,0.06
14463,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
14464,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06
14465,Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,0.04,0.01,0.0,0.0,0.06
14466,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.0,0.0,0.06,0.0,0.06
14467,Whiplash,XB,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06
14468,V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06
14469,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
14470,Impact Racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0,0.06
14471,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
14472,Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06
14473,Amazing Island,GC,2004.0,Other,Sega,0.04,0.01,0.0,0.0,0.06
14474,Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
14475,SeaBlade,XB,2002.0,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06
14476,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
14477,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action-Adventure,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06
14478,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06
14479,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
14480,Saki: Zenkoku-hen,PSV,2015.0,Other,Kaga Create,0.0,0.0,0.06,0.0,0.06
14481,Point Blank DS (US sales),DS,2006.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.06
14482,Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06
14483,MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
14484,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
14485,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
14486,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Action-Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
14487,Shining Force III: Scenario 2,SAT,1998.0,Other,Sega,0.0,0.0,0.05,0.0,0.05
14488,History Great Empires: Rome,DS,2009.0,Other,Black Bean Games,0.05,0.0,0.0,0.0,0.05
14489,7 Days to Die,XOne,2016.0,Action-Adventure,Telltale Games,0.03,0.02,0.0,0.0,0.05
14490,Chuck E. Cheese's Playhouse,DS,2010.0,Other,UFO Interactive,0.05,0.0,0.0,0.0,0.05
14491,Worms World Party,GBA,2002.0,Other,Ubisoft,0.04,0.01,0.0,0.0,0.05
14492,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
14493,Alvin and the Chipmunks,Wii,2007.0,Other,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
14494,Final Fight: Streetwise,PS2,2006.0,Action-Adventure,Capcom,0.03,0.02,0.0,0.01,0.05
14495,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
14496,Rebelstar: Tactical Command,GBA,2005.0,Other,Atari,0.04,0.01,0.0,0.0,0.05
14497,F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05
14498,Gladiator: Sword of Vengeance,XB,2003.0,Action-Adventure,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
14499,Minna to Kimi no Piramekino!,DS,2010.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14500,Dungeon Keeper 2,PC,1999.0,Action-Adventure,Electronic Arts,0.0,0.05,0.0,0.01,0.05
14501,Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
14502,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05
14503,My Amusement Park,DS,2010.0,Other,Scholastic Inc.,0.05,0.0,0.0,0.0,0.05
14504,Chocolatier,DS,2010.0,Other,Zoo Games,0.05,0.0,0.0,0.0,0.05
14505,Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,0.05,0.0,0.0,0.0,0.05
14506,Jewel Link Chronicles: Mountains of Madness,DS,Unknown,Puzzle,Avanquest,0.0,0.05,0.0,0.01,0.05
14507,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
14508,Samurai Dou Portable,PSP,2008.0,Action-Adventure,Spike,0.0,0.0,0.05,0.0,0.05
14509,Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05
14510,Coraline,Wii,2009.0,Action-Adventure,D3Publisher,0.05,0.0,0.0,0.0,0.05
14511,Major League Baseball 2K11,PSP,2011.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.01,0.05
14512,Front Mission 2089: Border of Madness,DS,2008.0,Other,Square Enix,0.0,0.0,0.05,0.0,0.05
14513,Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
14514,NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
14515,Xiaolin Showdown,DS,2006.0,Action-Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
14516,Chaos;Child,PSV,2015.0,Action-Adventure,5pb,0.0,0.0,0.05,0.0,0.05
14517,Hearts of Iron IV,PC,2016.0,Other,Paradox Interactive,0.0,0.05,0.0,0.0,0.05
14518,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05
14519,Drivers Ed Portable,DS,2008.0,Other,JoWood Productions,0.05,0.0,0.0,0.0,0.05
14520,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action-Adventure,Atari,0.03,0.02,0.0,0.01,0.05
14521,"Murder, She Wrote",PC,2009.0,Action-Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
14522,Captain America: Super Soldier,Wii,Unknown,Action-Adventure,Sega,0.05,0.0,0.0,0.0,0.05
14523,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05
14524,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05
14525,Hakuouki: Reimeiroku,PS2,2010.0,Action-Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
14526,Vertigo,Wii,2009.0,Other,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
14527,Blood Omen 2,GC,2002.0,Action-Adventure,Eidos Interactive,0.04,0.01,0.0,0.0,0.05
14528,Unsolved Crimes,DS,2008.0,Action-Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05
14529,Ghostbusters (2016),PS4,2016.0,Action-Adventure,Activision,0.04,0.0,0.0,0.01,0.05
14530,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action-Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14531,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05
14532,Carve,XB,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05
14533,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
14534,GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.05
14535,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
14536,GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action-Adventure,Spike,0.0,0.0,0.05,0.0,0.05
14537,McDROID,PSP,2011.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14538,Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
14539,WTA Tour Tennis,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05
14540,Dynasty Warriors 5,XB,2005.0,Action-Adventure,Tecmo Koei,0.04,0.01,0.0,0.0,0.05
14541,Samurai Warriors 4-II,PSV,2015.0,Action-Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14542,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14543,FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14544,Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05
14545,The Lost Chronicles of Zerzura,PC,2012.0,Action-Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05
14546,Adventure Time: Finn & Jake Investigations,XOne,2015.0,Action-Adventure,Little Orbit,0.03,0.02,0.0,0.0,0.05
14547,4 Elements,PC,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
14548,Uta no Prince-Sama: Music 3,PSV,2016.0,Action-Adventure,Broccoli,0.0,0.0,0.05,0.0,0.05
14549,New Prince of Tennis: Go to the Top,3DS,2015.0,Action-Adventure,FuRyu,0.0,0.0,0.05,0.0,0.05
14550,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
14551,Batman: A Telltale Game Series,PS3,2016.0,Action-Adventure,Telltale Games,0.01,0.04,0.0,0.01,0.05
14552,Defendin' De Penguin,Wii,2008.0,Other,Zushi Games,0.05,0.0,0.0,0.0,0.05
14553,Murdered: Soul Suspect,PC,2014.0,Action-Adventure,Square Enix,0.0,0.05,0.0,0.0,0.05
14554,Activision Hits: Remixed,PSP,2006.0,Other,Activision,0.05,0.0,0.0,0.0,0.05
14555,Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
14556,Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
14557,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
14558,Goosebumps: The Game,3DS,2015.0,Action-Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05
14559,Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
14560,Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05
14561,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14562,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
14563,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Other,Sega,0.0,0.0,0.05,0.0,0.05
14564,Taito Legends Power Up,PSP,2007.0,Action-Adventure,Destineer,0.05,0.0,0.0,0.0,0.05
14565,Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14566,Samurai Deeper Kyo,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14567,Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05
14568,Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
14569,Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05
14570,MotoGP 15,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.02,0.03,0.0,0.05
14571,Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05
14572,Omega Labyrinth,PSV,2015.0,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
14573,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
14574,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Action-Adventure,Pack-In-Video,0.0,0.0,0.05,0.0,0.05
14575,PopStar Guitar,Wii,2008.0,Other,Midway Games,0.03,0.02,0.0,0.0,0.05
14576,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
14577,Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.01,0.0,0.0,0.05
14578,Sitting Ducks,PS2,2003.0,Platform,LSP Games,0.03,0.02,0.0,0.01,0.05
14579,Puyo Puyo 7,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
14580,My Fitness Coach: Club,Wii,2011.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.05
14581,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
14582,Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Other,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14583,NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
14584,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14585,Mountain Bike Adrenaline,PS2,Unknown,Sports,Unknown,0.03,0.02,0.0,0.01,0.05
14586,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14587,Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
14588,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05
14589,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
14590,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05
14591,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
14592,Touch 'N' Play Collection,DS,2010.0,Other,O-Games,0.03,0.01,0.0,0.0,0.05
14593,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
14594,Samurai Champloo: Sidetracked,PS2,2006.0,Action-Adventure,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05
14595,Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14596,Drill Dozer,GBA,Unknown,Platform,Unknown,0.04,0.01,0.0,0.0,0.05
14597,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action-Adventure,Takara Tomy,0.0,0.0,0.05,0.0,0.05
14598,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action-Adventure,Hudson Soft,0.0,0.0,0.05,0.0,0.05
14599,Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK Playmore,0.03,0.02,0.0,0.0,0.05
14600,Mister Slime,DS,2008.0,Action-Adventure,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
14601,Winning Post 8 ,PS3,2014.0,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14602,Learn Science,DS,2010.0,Other,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
14603,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
14604,Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
14605,Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
14606,Minna no Ennichi,3DS,2012.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14607,Domino Rally,Wii,2007.0,Action-Adventure,Nordcurrent,0.05,0.0,0.0,0.0,0.05
14608,King Arthur,XB,2004.0,Action-Adventure,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
14609,Bass Rise,PS,1999.0,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
14610,Dynamite Headdy,GEN,1993.0,Platform,Sega,0.0,0.0,0.05,0.0,0.05
14611,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14612,Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.05
14613,Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05
14614,Rockin' Pretty,DS,2009.0,Other,Arc System Works,0.05,0.0,0.0,0.0,0.05
14615,Men of War: Assault Squad,PC,2011.0,Other,1C Company,0.01,0.03,0.0,0.01,0.05
14616,Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
14617,Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
14618,Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05
14619,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05
14620,Myst IV: Revelation,XB,2005.0,Action-Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05
14621,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
14622,Pachinko Wars II,SNES,1993.0,Other,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
14623,Jake Power: Policeman,DS,2008.0,Action-Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05
14624,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004.0,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05
14625,Dead Island Definitive Collection,XOne,2016.0,Action-Adventure,Deep Silver,0.02,0.03,0.0,0.0,0.05
14626,PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05
14627,Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05
14628,Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Other,Tivola,0.0,0.04,0.0,0.01,0.05
14629,Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05
14630,WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.05
14631,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14632,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
14633,Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.05
14634,F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05
14635,Game no Kanzume Vol 2,SCD,1994.0,Other,Sega,0.0,0.0,0.05,0.0,0.05
14636,Luminous Arc Infinity,PSV,2015.0,Action-Adventure,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05
14637,Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
14638,Aliens in the Attic,DS,2009.0,Action-Adventure,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
14639,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14640,The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14641,Hunted: The Demon's Forge,PC,2011.0,Action-Adventure,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05
14642,Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05
14643,Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
14644,SingStar Mallorca Party,PS3,2009.0,Other,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05
14645,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14646,Shin Sangoku Musou 5 Special,PSP,2009.0,Action-Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14647,Major Minor's Majestic March,Wii,2009.0,Other,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
14648,Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
14649,Otogi 2: Immortal Warriors,XB,2003.0,Action-Adventure,Sega,0.04,0.01,0.0,0.0,0.05
14650,Legend of Kay,PS2,2005.0,Action-Adventure,JoWood Productions,0.03,0.02,0.0,0.01,0.05
14651,Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.05
14652,Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
14653,Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05
14654,Tom Clancy's HAWX 2,PC,2010.0,Action-Adventure,Ubisoft,0.0,0.04,0.0,0.01,0.05
14655,Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05
14656,Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05
14657,Koi to Senkyo to Chocolate Portable,PSP,2012.0,Action-Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
14658,IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
14659,Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action-Adventure,Game Factory,0.05,0.0,0.0,0.0,0.05
14660,Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
14661,Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05
14662,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action-Adventure,Activision,0.01,0.03,0.0,0.01,0.05
14663,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Action-Adventure,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05
14664,Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,0.0,0.05
14665,Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05
14666,Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Other,Crave Entertainment,0.04,0.01,0.0,0.0,0.05
14667,Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
14668,Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action-Adventure,Little Orbit,0.03,0.02,0.0,0.0,0.05
14669,Mr Bean's Wacky World of Wii,Wii,2009.0,Action-Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05
14670,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action-Adventure,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05
14671,My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05
14672,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
14673,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010.0,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05
14674,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
14675,Shifters,PS2,2002.0,Action-Adventure,3DO,0.03,0.02,0.0,0.01,0.05
14676,Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Action-Adventure,Unknown,0.04,0.01,0.0,0.0,0.05
14677,RPG Tsukuru DS,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05
14678,To Heart 2: Dungeon Travelers,PSV,2015.0,Action-Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
14679,Bladestorm: Nightmare,XOne,2015.0,Action-Adventure,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
14680,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
14681,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
14682,Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05
14683,The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
14684,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05
14685,Captain America: Super Soldier,DS,Unknown,Action-Adventure,Sega,0.05,0.0,0.0,0.0,0.05
14686,Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
